Time & Date,Country,Event,Actual,Previous,Consensus,Forecast
7:00 AM,HU,GDP Growth Rate YoY Prel Q1,2.20%,4.50%,2%,2.20%
7:00 AM,HU,GDP Growth Rate QoQ Prel Q1,-0.40%,0.7% ®,,-0.70%
7:00 AM,SK,GDP Growth Rate YoY Prel Q1,-3.90%,2.1% ®,,-1.50%
7:00 AM,SK,GDP Growth Rate QoQ Prel Q1,-5.40%,0.60%,,-2.80%
7:30 AM,NL,GDP Growth Rate QoQ Flash Q1,-1.70%,0.40%,-3%,-2.60%
7:30 AM,NL,GDP Growth Rate YoY Flash Q1,-0.50%,1.60%,-1.90%,-1.90%
8:00 AM,DE,GDP Growth Rate QoQ Flash Q1,-2.20%,-0.1% ®,-2.20%,-2.40%
8:00 AM,DE,GDP Growth Rate YoY Flash Q1,-2.30%,0.40%,-2%,-2.60%
8:00 AM,PL,GDP Growth Rate YoY Prel Q1,1.90%,3.20%,1.30%,1%
8:00 AM,PL,GDP Growth Rate QoQ Prel Q1,-0.50%,0.2% ®,-1.20%,-1.10%
8:30 AM,PT,GDP Growth Rate QoQ Prel Q1,-3.90%,0.70%,,-1.80%
8:30 AM,PT,GDP Growth Rate YoY Prel Q1,-2.40%,2.20%,,-2.70%
9:00 AM,CY,GDP Growth Rate YoY Flash Q1,0.80%,3.20%,,-1.20%
9:00 AM,CY,GDP Growth Rate QoQ Flash Q1,-1.30%,1% ®,,-2.30%
9:00 AM,EA,Balance of Trade MAR,€28.2B,€23.7B ®,,€ 22.9B
9:00 AM,EA,GDP Growth Rate QoQ 2nd Est Q1,-3.80%,0.10%,-3.80%,-3.80%
9:00 AM,EA,GDP Growth Rate YoY 2nd Est Q1,-3.20%,1%,-3.30%,-3.30%
9:00 AM,EA,Employment Change QoQ Prel Q1,-0.20%,0.30%,-0.40%,-0.60%
9:00 AM,EA,Employment Change YoY Prel Q1,0.30%,1.10%,0.20%,0.10%
9:00 AM,IT,Inflation Rate YoY Final APR,0%,0.10%,0%,0%
,EA,Eurogroup Video Conference,,,,
Monday May 18 2020,,,Actual,Previous,Consensus,Forecast
1:30 PM,GB,Chancellor Sunak Statement to Parliament,,,,
Tuesday May 19 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,EU,New Car Registrations YoY APR,-76.30%,-55.10%,,-96%
6:00 AM,GB,Claimant Count Change APR,856.5K,12.1K ®,676.5K,650K
6:00 AM,GB,Average Earnings excl. Bonus MAR,2.70%,2.90%,2.60%,2.70%
6:00 AM,GB,Average Earnings incl. Bonus MAR,2.40%,2.80%,2.60%,2.50%
6:00 AM,GB,Unemployment Rate MAR,3.90%,4%,4.40%,4.30%
6:00 AM,GB,Employment Change FEB,210K,172K,50K,51K
8:00 AM,ES,Balance of Trade MAR,€-2.04B,€-2.12B,,€ -1.5B
9:00 AM,HR,Unemployment Rate APR,9.40%,8.60%,,9%
9:00 AM,EA,Construction Output YoY MAR,-15.40%,0.2% ®,,-17%
9:00 AM,EA,ZEW Economic Sentiment Index MAY,46,25.2,,29
9:00 AM,DE,ZEW Economic Sentiment Index MAY,51,28.2,32,32
2:00 PM,GB,Chancellor Rishi Sunak Testimony,,,,
Wednesday May 20 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Consumer Confidence MAY,-31,-22 ®,,-40
4:30 AM,NL,Unemployment Rate APR,3.40%,2.90%,,3.80%
6:00 AM,GB,Inflation Rate YoY APR,0.80%,1.50%,0.90%,0.80%
6:00 AM,GB,Core Inflation Rate YoY APR,1.40%,1.60%,1.50%,1.30%
6:00 AM,GB,Inflation Rate MoM APR,-0.20%,0%,-0.10%,-0.20%
7:30 AM,SE,Financial Stability Report,,,,
8:00 AM,PL,Employment Growth YoY APR,-2.10%,0.30%,-0.50%,-0.80%
8:55 AM,IS,CBI Interest Rate Decision,1%,1.75%,,1.50%
9:00 AM,EA,Core Inflation Rate YoY Final APR,0.90%,1%,0.90%,0.90%
9:00 AM,EA,Inflation Rate YoY Final APR,0.30%,0.70%,0.40%,0.40%
9:00 AM,LU,Unemployment Rate APR,6.90%,6.10%,,6.30%
12:00 PM,SK,Unemployment Rate APR,6.60%,5.20%,,5.50%
2:00 PM,EA,Consumer Confidence Flash MAY,-18.8,-22.0 ®,-24,-26
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday May 21 2020,,,Actual,Previous,Consensus,Forecast
7:15 AM,FR,Markit Services PMI Flash MAY,29.4,10.2,27.8,30
7:15 AM,FR,Markit Manufacturing PMI Flash MAY,40.3,31.5,36.1,38
7:30 AM,DE,Markit Manufacturing PMI Flash MAY,36.8,34.5,39.2,41
7:30 AM,DE,Markit Services PMI Flash MAY,31.4,16.2,26.6,27
8:00 AM,EA,Markit Services PMI Flash MAY,28.7,12,25,26
8:00 AM,EA,Markit Manufacturing PMI Flash MAY,39.5,33.4,38,40
8:30 AM,GB,Markit/CIPS Manufacturing PMI Flash MAY,40.6,32.6,36,34
8:30 AM,GB,Markit/CIPS UK Services PMI Flash MAY,27.8,13.4,25,21
10:00 AM,GB,CBI Industrial Trends Orders MAY,-62,-56,-59,-60
11:00 AM,PL,Monetary Policy Meeting Minutes,,,,
11:00 AM,SI,Unemployment Rate MAR,8%,7.90%,,8.30%
11:01 PM,GB,Gfk Consumer Confidence MAY,-34,-33 ®,,-42
Friday May 22 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,GB,Retail Sales MoM APR,-18.10%,-5.2% ®,-16%,-16.90%
6:00 AM,GB,Retail Sales YoY APR,-22.60%,-5.80%,-22.20%,-22.70%
11:30 AM,EA,ECB Monetary Policy Meeting Accounts,,,,
Monday May 25 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,GDP Growth Rate YoY Final Q1,-2.30%,0.40%,-2.30%,-2.30%
6:00 AM,DE,GDP Growth Rate QoQ Final Q1,-2.20%,-0.10%,-2.20%,-2.20%
7:30 AM,SE,Unemployment Rate APR,8.20%,7.10%,,7.50%
8:00 AM,DE,Ifo Business Climate MAY,79.5,74.2 ®,78.3,79.1
Tuesday May 26 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,GfK Consumer Confidence JUN,-18.9,-23.1 ®,-18.3,-18
8:00 AM,PL,Unemployment Rate APR,5.80%,5.40%,5.70%,5.80%
10:00 AM,GB,CBI Distributive Trades MAY,-50,-55,-50,-48
12:00 PM,HU,Interest Rate Decision,0.90%,0.90%,0.90%,0.90%
12:00 PM,HU,Deposit Interest Rate MAY,-0.05%,-0.05%,-0.05%,-0.05%
1:00 PM,EA,ECB Financial Stability Review,,,,
Wednesday May 27 2020,,,Actual,Previous,Consensus,Forecast
5:00 AM,FI,Unemployment Rate APR,8.10%,7.30%,,8.20%
5:30 AM,FR,Business Confidence MAY,70,68 ®,85,86
5:30 AM,FR,Consumer Confidence MAY,93,95,92,97
7:00 AM,HU,Unemployment Rate APR,3.80%,3.70%,,4%
7:30 AM,EA,ECB President Lagarde Speech,,,,
8:30 AM,EA,ECB Guindos Speech,,,,
1:30 PM,DE,Bundesbank Mauderer Speech,,,,
3:00 PM,GB,Prime Minister Johnson Testimony,,,,
,EU,European Commission Recovery Fund Proposal,,,,
Thursday May 28 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,IT,Business Confidence MAY,71.2,87.2 ®,79,78
8:00 AM,IT,Consumer Confidence MAY,94.3,100.1 ®,88.5,91
9:00 AM,EA,Business Confidence MAY,-2.43,-1.99 ®,,-3
9:00 AM,EA,Economic Sentiment MAY,67.5,64.9 ®,70.3,72
9:00 AM,EA,Consumer Confidence Final MAY,-18.8,-22 ®,-18.8,-18.8
9:00 AM,IS,Unemployment Rate APR,5.30%,3.30%,,5.50%
10:00 AM,FR,Unemployment Benefit Claims APR,827.1K,243K,,150K
11:20 AM,ES,Business Confidence MAY,-33,-35.1,,-32
12:00 PM,DE,Inflation Rate YoY Prel MAY,0.60%,0.90%,0.60%,0.60%
12:50 PM,PL,Interest Rate Decision,0.10%,0.50%,0.50%,0.50%
Friday May 29 2020,,,Actual,Previous,Consensus,Forecast
5:00 AM,EE,GDP Growth Rate YoY Q1,-0.70%,3.90%,,1%
5:00 AM,EE,GDP Growth Rate QoQ Q1,-3.70%,0.90%,,-1.30%
5:00 AM,FI,GDP Growth Rate YoY Final Q1,-1.10%,0.5% ®,,0.20%
5:00 AM,FI,GDP Growth Rate QoQ Final Q1,-0.90%,-0.6% ®,,0.10%
6:00 AM,DK,Unemployment Rate APR,5.40%,4.10%,,4.30%
6:00 AM,DK,GDP Growth Rate QoQ Prel Q1,-2.10%,0.4% ®,,-3.20%
6:00 AM,DK,GDP Growth Rate YoY Prel Q1,-0.30%,2.2% ®,,-1.50%
6:00 AM,DE,Retail Sales MoM APR,-5.30%,-4.0% ®,-12%,-11.70%
6:00 AM,DE,Retail Sales YoY APR,-6.50%,-1.2% ®,-14.30%,-9.20%
6:45 AM,FR,GDP Growth Rate QoQ Final Q1,-5.30%,-0.10%,-5.80%,-5.80%
6:45 AM,FR,Inflation Rate YoY Prel MAY,0.20%,0.30%,0.30%,0.20%
7:00 AM,AT,GDP Growth Rate QoQ Final Q1,-2.60%,0.30%,-2.50%,-2.50%
7:00 AM,AT,GDP Growth Rate YoY Final Q1,-2.90%,1%,-2.70%,-2.70%
7:00 AM,HU,GDP Growth Rate QoQ Final Q1,-0.40%,0.70%,-0.40%,-0.40%
7:00 AM,HU,GDP Growth Rate YoY Final Q1,2.20%,4.50%,2.20%,2.20%
7:30 AM,SE,GDP Growth Rate YoY Final Q1,0.40%,0.5% ®,0.50%,0.50%
7:30 AM,SE,GDP Growth Rate QoQ Final Q1,0.10%,0% ®,-0.60%,-0.30%
8:00 AM,FO,Unemployment Rate MAR,1.30%,1.2% ®,,1.20%
8:00 AM,IT,GDP Growth Rate YoY Final Q1,-5.40%,0.10%,-4.80%,-4.80%
8:00 AM,IT,GDP Growth Rate QoQ Final Q1,-5.30%,-0.2% ®,-4.70%,-4.70%
8:00 AM,PL,GDP Growth Rate QoQ Final Q1,-0.40%,0.20%,,-0.50%
8:00 AM,PL,GDP Growth Rate YoY Final Q1,2%,3.20%,,1%
8:30 AM,SI,GDP Growth Rate YoY Q1,-2.30%,1.70%,,-2.80%
8:30 AM,SI,GDP Growth Rate QoQ Q1,-4.50%,0.40%,,-3.40%
9:00 AM,BE,GDP Growth Rate QoQ Final Q1,-3.60%,0.50%,-3.90%,-3.90%
9:00 AM,BE,GDP Growth Rate YoY Final Q1,-2.50%,1.30%,-2.80%,-2.80%
9:00 AM,HR,GDP Growth Rate YoY Q1,0.40%,2.50%,,3%
9:00 AM,CY,GDP Growth Rate QoQ Final Q1,-1.30%,1%,,-1.30%
9:00 AM,CY,GDP Growth Rate YoY Final Q1,0.80%,3.20%,,0.80%
9:00 AM,EA,Core Inflation Rate YoY Flash MAY,0.90%,0.90%,0.80%,0.80%
9:00 AM,EA,Inflation Rate MoM Flash MAY,-0.10%,0.30%,,0.00%
9:00 AM,EA,Inflation Rate YoY Flash MAY,0.10%,0.30%,0.10%,0.20%
9:00 AM,IS,GDP Growth Rate YoY Q1,-1.20%,4.70%,,-2%
9:00 AM,IS,GDP Growth Rate QoQ Q1,-7%,4.80%,,-2%
9:00 AM,IT,Inflation Rate YoY Prel MAY,-0.10%,0%,-0.10%,-0.30%
10:00 AM,PT,GDP Growth Rate YoY Final Q1,-2.30%,2.20%,-2.40%,-2.40%
10:00 AM,PT,GDP Growth Rate QoQ Final Q1,-3.80%,0.70%,-3.90%,-3.90%
12:00 PM,DE,Bundesbank Buch Speech,,,,
12:00 PM,RO,Interest Rate Decision,1.75%,2%,,
Monday June 01 2020,,,Actual,Previous,Consensus,Forecast
7:15 AM,ES,Markit Manufacturing PMI MAY,38.3,30.8,38,38.9
7:45 AM,IT,Markit/ADACI Manufacturing PMI MAY,45.4,31.1,37.1,38.6
7:50 AM,FR,Markit Manufacturing PMI Final MAY,40.6,40.3 ®,40.3,40.3
7:55 AM,DE,Markit Manufacturing PMI Final MAY,36.6,34.5,36.8,36.8
8:00 AM,EA,Markit Manufacturing PMI Final MAY,39.4,33.4,39.5,39.5
8:30 AM,GB,Markit/CIPS Manufacturing PMI Final MAY,40.7,32.6,40.7,40.6
Tuesday June 02 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,GB,Nationwide Housing Prices YoY MAY,1.80%,3.70%,2.80%,2.60%
6:00 AM,GB,Nationwide Housing Prices MoM MAY,-1.70%,0.9% ®,-1%,-1.10%
7:00 AM,CZ,GDP Growth Rate QoQ Final Q1,-3.30%,0.5% ®,-3.60%,-3.60%
7:00 AM,CZ,GDP Growth Rate YoY Final Q1,-2.00%,2.0% ®,-2.20%,-2.20%
7:00 AM,ES,Unemployment Change MAY,26.6K,282.9K,,90K
8:30 AM,GB,BoE Consumer Credit APR,£-7.4B,£-3.841B ®,£-4.5B,£-4.2B
8:30 AM,GB,Mortgage Lending APR,£0.3B,£4.80B ®,£1.149B,£1.0B
8:30 AM,GB,Mortgage Approvals APR,15.8K,56.136K ®,23.776K,20K
8:40 AM,AT,Unemployment Rate MAY,11.50%,12.80%,,13.30%
,GB,UK-EU Brexit Talks,,,,
Wednesday June 03 2020,,,Actual,Previous,Consensus,Forecast
5:00 AM,DE,Unemployment Rate Harmonised APR,3.50%,3.50%,,4.20%
6:00 AM,RO,Unemployment Rate APR,4.80%,4.60%,,5.10%
7:15 AM,ES,Markit Services PMI MAY,27.9,7.1,25,28.9
7:45 AM,IT,Markit/ADACI Services PMI MAY,28.9,10.8,26.5,26.5
7:50 AM,FR,Markit Services PMI Final MAY,31.1,10.2,29.4,29.4
7:55 AM,DE,Markit Services PMI Final MAY,32.6,16.2,31.4,31.4
7:55 AM,DE,Unemployment Rate MAY,6.30%,5.80%,6.20%,6.50%
7:55 AM,DE,Unemployment Change MAY,238K,372K ®,200K,250K
8:00 AM,EA,Markit Services PMI Final MAY,30.5,12,28.7,28.7
8:00 AM,IT,Unemployment Rate APR,6.30%,8% ®,9.50%,8.90%
8:30 AM,GB,Markit/CIPS UK Services PMI Final MAY,29,13.4,28,27.8
9:00 AM,CY,Unemployment Rate APR,8.90%,6.70%,,7.10%
9:00 AM,EA,Unemployment Rate APR,7.30%,7.1% ®,8.20%,8.10%
10:00 AM,IE,Unemployment Rate MAY,5.60%,5.40%,,5.90%
,GB,UK-EU Brexit Talks,,,,
Thursday June 04 2020,,,Actual,Previous,Consensus,Forecast
7:30 AM,DE,Construction PMI MAY,40.1,31.9,,37.6
8:30 AM,GB,Construction PMI MAY,28.9,8.2,29.7,32
9:00 AM,EA,Retail Sales MoM APR,-11.70%,-11.1% ®,-15%,-18.60%
9:00 AM,EA,Retail Sales YoY APR,-19.60%,-8.8% ®,-22.30%,-24%
9:00 AM,GR,GDP Growth Rate YoY Q1,-0.90%,1%,,-2.80%
9:00 AM,GR,GDP Growth Rate QoQ Q1,-1.60%,-0.70%,,-2.60%
11:45 AM,EA,Marginal Lending Rate,0.25%,0.25%,,0.25%
11:45 AM,EA,ECB Interest Rate Decision,0%,0%,0%,0%
11:45 AM,EA,Deposit Facility Rate,-0.50%,-0.50%,-0.50%,-0.50%
12:30 PM,EA,ECB Press Conference,,,,
11:01 PM,GB,Gfk Consumer Confidence Final MAY,-36,-33,-34,-34
,GB,UK-EU Brexit Talks,,,,
Friday June 05 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Factory Orders MoM APR,-25.80%,-15.0% ®,-19.70%,-21.30%
7:00 AM,SK,GDP Growth Rate YoY Final Q1,-3.70%,2.10%,,-3.90%
7:00 AM,SK,GDP Growth Rate QoQ Final Q1,-5.20%,0.60%,,-5.40%
7:30 AM,GB,Halifax House Price Index MoM MAY,-0.20%,-0.60%,-0.70%,-1%
7:30 AM,GB,Halifax House Price Index YoY MAY,2.60%,2.70%,2.80%,1.90%
8:00 AM,CZ,Unemployment Rate MAY,3.60%,3.40%,3.60%,4.20%
8:00 AM,IT,Retail Sales MoM APR,-10.50%,-21.3% ®,,-12%
9:00 AM,MT,GDP Growth Rate YoY Q1,0.50%,4.8% ®,,3.20%
10:00 AM,IE,GDP Growth Rate YoY Q1,4.60%,6.20%,,2.50%
10:00 AM,IE,GDP Growth Rate QoQ Q1,1.20%,1.7% ®,,-1.20%
10:30 AM,ES,Consumer Confidence MAY,52.9,49.9,,52.3
,GB,UK-EU Brexit Talks,,,,
Monday June 08 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Industrial Production MoM APR,-17.90%,-8.9% ®,-16.80%,-16.20%
1:45 PM,EA,ECB President Lagarde Speech,,,,
3:45 PM,EA,ECB President Lagarde Speech,,,,
Tuesday June 09 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Inflation Rate YoY MAY,1.20%,1.20%,,0.80%
6:00 AM,DE,Balance of Trade APR,€3.5B,€17.4B,,€15.9B
6:00 AM,RO,GDP Growth Rate YoY 2nd Est Q1,2.40%,4.30%,,2.40%
6:00 AM,RO,GDP Growth Rate QoQ 2nd Est Q1,0.30%,1.20%,,0.30%
6:45 AM,FR,Balance of Trade APR,€-5B,€-3.2B ®,€-4.67B,€-5.0B
9:00 AM,EA,Employment Change YoY Final Q1,0.40%,1.10%,0.30%,0.30%
9:00 AM,EA,Employment Change QoQ Final Q1,-0.20%,0.30%,-0.20%,-0.20%
9:00 AM,EA,GDP Growth Rate YoY 3rd Est Q1,-3.10%,1%,-3.20%,-3.30%
9:00 AM,EA,GDP Growth Rate QoQ 3rd Est Q1,-3.60%,0.10%,-3.80%,-3.80%
2:30 PM,GB,BoE Cunliffe Speech,,,,
,EU,EcoFin Meeting,,,,
Wednesday June 10 2020,,,Actual,Previous,Consensus,Forecast
6:45 AM,FR,Industrial Production MoM APR,-20.10%,-16.20%,-20%,-21.30%
1:30 PM,EA,ECB Guindos Speech,,,,
Thursday June 11 2020,,,Actual,Previous,Consensus,Forecast
7:30 AM,SE,Inflation Rate MoM MAY,0.60%,-0.30%,0.40%,0.20%
7:30 AM,SE,CPIF YoY MAY,0.00%,-0.40%,-0.40%,-0.50%
8:00 AM,IT,Industrial Production MoM APR,-19.10%,-28.40%,-24%,-28.80%
9:30 AM,GR,Unemployment Rate MAR,14.40%,15.9% ®,,16.90%
10:00 AM,IE,Inflation Rate YoY MAY,-0.50%,-0.10%,,-0.30%
,EA,Eurogroup Video Conference,,,,
Friday June 12 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,GB,Balance of Trade APR,£0.31B,£-3.96B ®,,£-6.2B
6:00 AM,GB,Manufacturing Production YoY APR,-28.50%,-9.70%,-19.90%,-21%
6:00 AM,GB,GDP 3-Month Avg APR,-10.40%,-2%,-10%,-12%
6:00 AM,GB,Construction Output YoY APR,-44%,-7.10%,-36.20%,-38.70%
6:00 AM,GB,Industrial Production YoY APR,-24.40%,-8.20%,-19.30%,-22%
6:00 AM,GB,Industrial Production MoM APR,-20.30%,-4.20%,-15%,-18%
6:45 AM,FR,Inflation Rate YoY Final MAY,0.40%,0.30%,0.20%,0.20%
9:00 AM,EA,Industrial Production YoY APR,-28%,-13.5% ®,-29.50%,-31.20%
9:00 AM,EA,Industrial Production MoM APR,-17.10%,-11.9% ®,-20%,-20.60%
Monday June 15 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,IT,Inflation Rate YoY Final MAY,-0.20%,0%,-0.10%,-0.10%
9:00 AM,EA,Balance of Trade APR,€2.9B,€28.2B,€15.9B,€16.2B
,GB,UK-EU Brexit Talks,,,,
Tuesday June 16 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Wholesale Prices MoM MAY,-0.60%,-1.40%,,-0.60%
6:00 AM,DE,Wholesale Prices YoY MAY,-4.30%,-3.50%,,-4.40%
6:00 AM,DE,Inflation Rate YoY Final MAY,0.60%,0.90%,0.60%,0.60%
6:00 AM,GB,Claimant Count Change MAY,528.9K,1032.7K ®,400K,330K
6:00 AM,GB,Average Earnings excl. Bonus APR,1.70%,2.70%,1.90%,1.90%
6:00 AM,GB,Average Earnings incl. Bonus APR,1%,2.3% ®,1.40%,1.50%
6:00 AM,GB,Unemployment Rate APR,3.90%,3.90%,4.70%,4.40%
6:00 AM,GB,Employment Change MAR,6K,211K,-83K,-50K
8:00 AM,FR,IEA Oil Market Report,,,,
9:00 AM,EA,ZEW Economic Sentiment Index JUN,58.6,46,,48
9:00 AM,DE,ZEW Economic Sentiment Index JUN,63.4,51,60,55
12:25 PM,PL,Interest Rate Decision,0.10%,0.10%,0.10%,0.10%
Wednesday June 17 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,EU,New Car Registrations YoY MAY,-52.30%,-76.30%,,
6:00 AM,GB,Inflation Rate YoY MAY,0.50%,0.80%,0.50%,0.50%
6:00 AM,GB,Core Inflation Rate YoY MAY,1.20%,1.40%,1.30%,1.10%
6:00 AM,GB,Inflation Rate MoM MAY,0%,-0.20%,0%,0%
7:30 AM,SE,Unemployment Rate MAY,9%,8.20%,8.40%,8.50%
9:00 AM,EA,ECB Mersch Speech,,,,
9:00 AM,EA,Construction Output YoY APR,-28.40%,-17.5% ®,,-34.20%
9:00 AM,EA,Inflation Rate YoY Final MAY,0.10%,0.30%,0.10%,0.10%
9:00 AM,EA,Core Inflation Rate YoY Final MAY,0.90%,0.90%,0.90%,0.90%
11:00 AM,EA,ECB Guindos Speech,,,,
Thursday June 18 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Unemployment Rate MAY,3.60%,3.40%,,3.80%
8:00 AM,IT,Balance of Trade APR,€-1.157B,€5.685B,€2.779B,€2.8B
8:00 AM,PL,Employment Growth YoY MAY,-3.20%,-2.10%,-2.60%,-3%
8:00 AM,ES,Balance of Trade APR,€-1.52B,€-2.04B,,€-1.8B
11:00 AM,PL,Monetary Policy Meeting Minutes,,,,
11:00 AM,GB,BoE Interest Rate Decision,0.10%,0.10%,0.10%,0.10%
11:00 AM,GB,BoE Quantitative Easing,£745B,£645B,£745B,£745B
11:00 AM,GB,MPC Meeting Minutes,,,,
11:00 AM,GB,BoE MPC Vote Hike,0/9,0/9,0/9,0/9
11:00 AM,GB,BoE MPC Vote Unchanged,9/9,9/9,9/9,9/9
11:00 AM,GB,BoE MPC Vote Cut,0/9,0/9,0/9,0/9
,EA,ECB Economic Bulletin,,,,
Friday June 19 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,PPI MoM MAY,-0.40%,-0.70%,-0.30%,-0.40%
6:00 AM,GB,Retail Sales YoY MAY,-13.10%,-22.7% ®,-17.10%,-18%
6:00 AM,GB,Retail Sales MoM MAY,12%,-18% ®,5.70%,6.40%
8:00 AM,SK,Unemployment Rate MAY,7.20%,6.60%,7.20%,6.90%
9:00 AM,HR,Unemployment Rate MAY,9.50%,9.40%,,10.20%
,EU,European Council Video Conference,,,,
Monday June 22 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Consumer Confidence JUN,-27,-31,,-26
9:15 AM,LU,Unemployment Rate MAY,7%,7% ®,,7.10%
10:00 AM,GB,CBI Industrial Trends Orders JUN,-58,-62,,-30
12:00 PM,DE,Bundesbank Weidmann Speech,,,,
1:00 PM,DE,Bundesbank Mauderer Speech,,,,
2:00 PM,EA,Consumer Confidence Flash JUN,-14.7,-18.8,-15,-16
2:15 PM,EA,ECB Guindos Speech,,,,
,EU,EU-China Summit,,,,
Tuesday June 23 2020,,,Actual,Previous,Consensus,Forecast
7:15 AM,FR,Markit Manufacturing PMI Flash JUN,52.1,40.6,46,46.5
7:15 AM,FR,Markit Services PMI Flash JUN,50.3,31.1,44.2,45
7:30 AM,DE,Markit Manufacturing PMI Flash JUN,44.6,36.6,41.5,42
7:30 AM,DE,Markit Services PMI Flash JUN,45.8,32.6,42,40
8:00 AM,EA,Markit Services PMI Flash JUN,47.3,30.5,41,41
8:00 AM,EA,Markit Manufacturing PMI Flash JUN,46.9,39.4,44.5,44
8:30 AM,GB,Markit/CIPS Manufacturing PMI Flash JUN,50.1,40.7,45,46
8:30 AM,GB,Markit/CIPS UK Services PMI Flash JUN,47,29,40,40
11:30 AM,GB,PM Johnson Announcement on Coronavirus,,,,
12:00 PM,HU,Deposit Interest Rate JUN,-0.05%,-0.05%,-0.05%,-0.05%
12:00 PM,HU,Interest Rate Decision,0.75%,0.90%,0.90%,0.90%
Wednesday June 24 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,GDP Growth Rate YoY Final Q1,-0.20%,1.60%,-0.50%,-0.50%
4:30 AM,NL,GDP Growth Rate QoQ Final Q1,-1.50%,0.5% ®,-1.70%,-1.70%
5:00 AM,FI,Unemployment Rate MAY,10.60%,8.10%,,8.30%
6:45 AM,FR,Business Confidence JUN,77,71 ®,80,79
8:00 AM,DE,Ifo Business Climate JUN,86.2,79.7 ®,85,85.1
8:00 AM,PL,Unemployment Rate MAY,6%,5.80%,6.10%,6.20%
8:30 AM,GB,BoE FPC Meeting,,,,
12:35 PM,CZ,CNB Interest Rate Decision,0.25%,0.25%,0.25%,0.25%
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday June 25 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,GfK Consumer Confidence JUL,-9.6,-18.6 ®,-12,-13
9:00 AM,IS,Unemployment Rate MAY,5.90%,5.30%,,6.20%
10:00 AM,FR,Unemployment Benefit Claims MAY,-148.3K,827.1K,,470K
10:00 AM,GB,CBI Distributive Trades JUN,-37,-50,-34,-36
10:40 AM,MT,Unemployment Rate Q1,3.30%,3.20%,,3.60%
11:30 AM,EA,ECB Monetary Policy Meeting Accounts,,,,
1:30 PM,EA,ECB Mersch Speech,,,,
,EA,ECB General Council Meeting,,,,
Friday June 26 2020,,,Actual,Previous,Consensus,Forecast
6:45 AM,FR,Consumer Confidence JUN,97,93,95,94
9:00 AM,IT,Business Confidence JUN,79.8,71.5 ®,80,78.6
9:00 AM,IT,Consumer Confidence JUN,100.6,94.3,97.5,99.1
Sunday June 28 2020,,,Actual,Previous,Consensus,Forecast
,FR,Local Elections,,,,
Monday June 29 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,HU,Unemployment Rate MAY,4.10%,3.80%,,4.30%
8:30 AM,GB,BoE Consumer Credit MAY,£-4.597B,£-7.425B ®,£-2.5B,£-2.0B
8:30 AM,GB,Mortgage Lending MAY,£1.22B,£0.0B ®,£-1B,£-2B
8:30 AM,GB,Mortgage Approvals MAY,9.3K,15.85K ®,25K,26.4K
9:00 AM,EA,Economic Sentiment JUN,75.7,67.5,80,79.1
9:00 AM,EA,Consumer Confidence Final JUN,-14.7,-18.8,-14.7,-14.7
10:00 AM,LU,GDP Growth Rate QoQ Q1,-2.90%,0.40%,,-0.50%
10:00 AM,LU,GDP Growth Rate YoY Q1,-0.20%,3.0% ®,,0.30%
10:35 AM,ES,Business Confidence JUN,-23.4,-33,,-27
12:00 PM,DE,Inflation Rate YoY Prel JUN,0.90%,0.60%,0.60%,0.50%
Tuesday June 30 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DK,Unemployment Rate MAY,5.60%,5.40%,,5.80%
6:00 AM,DK,GDP Growth Rate YoY Final Q1,-0.20%,2.1% ®,,-1.50%
6:00 AM,DK,GDP Growth Rate QoQ Final Q1,-2%,0.6% ®,,-2.10%
6:00 AM,GB,GDP Growth Rate QoQ Final Q1,-2.20%,0.00%,-2%,-2%
6:00 AM,GB,GDP Growth Rate YoY Final Q1,-1.70%,1.10%,-1.60%,-1.60%
6:00 AM,GB,Current Account Q1,£-21.1B,£-9.2B ®,£-15.4B,£-14.2B
6:00 AM,GB,Business Investment YoY Final Q1,0.80%,2.3% ®,0.70%,0.70%
6:00 AM,GB,Business Investment QoQ Final Q1,-0.30%,-0.3% ®,0%,0%
